id,text,label,dataset_id
029-0001080-7, He worked at Goldman Sachs Did you notice he s looking a little chubbier than usual That s because the Mercers who are like billionaires are shoving money in his pocket He s out to here with money ,1,29
029-0000364-27,Mr Trump said he used foreign workers at his Palm Beach club because Americans don t want temporary jobs in Florida ,0,29
029-0001288-18,Hillary Clinton joined the Vivir Mi Vida singer onstage during a concert in Miami last October This is like family Marc Anthony said I want to recognize someone who came to the concert tonight The Democrat candidate then tweeted a photo with Anthony asking supporters to join Latinos For Hillary ,0,29
029-0000223-1,1 Security The 500 kilometer border between Israel and Jordan is Israel s longest border with another country reaching from Hamat Gader and the Yarmouk River in the north down to Eilat in the south Jordan makes sure the border is quiet along its entire length and prevents hostile forces from approaching it and continuing west into Israel If not for the peace declared between the two states Israel would have to keep large forces along the border to guard it against infiltration ,1,29
029-0000019-5,This year has seen less than 7 billion barrels of oil equivalent discovered globally a volume as low as last seen in the 1940s Rystad Energy has estimated What worries analysts the most is the fact that this year the reserve replacement ratio the amount of discovered resources relative to the amount of production was a mere 11 percent compared to 50 percent in 2012 Sonia Mlad Passos Senior Analyst at Rystad Energy said ,1,29
029-0000195-2, And why should I do that asked Lincoln ,1,29
029-0000497-33,Flights in and out of Las Vegas McCarran Airport were also held because of the situation ,0,29
029-0000235-4,Last week Obama joined forces with the four other living former United States presidents to host a relief concert to aid victims of Hurricanes Harvey Irma and Maria ,0,29
029-0000012-21, Donald Trump is a white supremacist who has largely surrounded himself w other white supremacists she said in one tweet ,1,29
029-0001030-0,And they wonder why we call them fake news ,1,29
029-0000158-0,Mining is one of the most destructive forces currently on the face of the planet Mines since the Industrial Era have poisoned the environment and its workers alike Gold mining is particularly destructive as its waste carries mercury and cyanide which are typically used to extract gold from rock These potent neurotoxins persist in the environment poisoning the soil and contaminate water supplies permanently Gold mining also releases hundreds of tons of elemental mercury into the air annually In addition this type of mining is considered particularly destructive because of its wastefulness over 20 tons of rock and soil must be treated and then dislodged to produce enough gold for a single ring Recently in the US the toxic consequences of gold mining were on full display when the Environmental Protection Agency s incompetence in cleaning out an abandoned gold mine turned the Animas river orange after heavy metal laden mining waste drained into the river Before this tragic accident the EPA had reported that 40 of Western US watersheds had been permanently contaminated by mining ,1,29
029-0000946-3,However Bannon lost the job of advisor His outlet s influence does not appear to be reaching as far as it used to His candidates fail It s difficult to tell who fell out of love with who first but Bannon and the White House do not appear to be in love anymore ,1,29
029-0000429-3,But the arrival of Donald Trump has transformed the landscape He is far closer to Britain than to Brussels It is the EU that will have to get to the back of the queue Tellingly the first European politician that Trump has met since his election was Nigel Farage the EU s nemesis ,1,29
